ID,post_title,post_name,url,http_code,html_forbidden_count,html_forbidden_terms,has_granulation_mm_html,has_casing_html,has_garlic_html
3219,Herzegovina Livanjska Devenica,herzegovina-livanjska-devenica,https://drycured.com/recepti-baza/herzegovina-livanjska-devenica/,200,63,hladna masa; fallback; radni recept,1,1,1
3222,Mostarsko Zrno &#8211; Unikatna Mesna Kombinacija,mostarsko-zrno-unikatna-mesna-kombinacija,https://drycured.com/recepti-baza/mostarsko-zrno-unikatna-mesna-kombinacija/,200,63,hladna masa; fallback; radni recept,1,1,1
3223,Etnografska studija kulinarskog naslijeđa,etnografska-studija-kulinarskog-naslijea,https://drycured.com/recepti-baza/etnografska-studija-kulinarskog-naslijea/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3224,Polendvytsia (Полендвиця) &#8211; Sušeni svinjski file,polendvytsia-suseni-svinjski-file,https://drycured.com/recepti-baza/polendvytsia-suseni-svinjski-file/,200,63,hladna masa; fallback; radni recept,1,1,1
3225,Shukhevychivska Kovbasa (Шухевичівська ковбаса) &#8211; Sušena kobasica s paprom,shukhevychivska-kovbasa-susena-kobasica-s-paprom,https://drycured.com/recepti-baza/shukhevychivska-kovbasa-susena-kobasica-s-paprom/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3226,Miasnyi Khlib (М&#8217;ясний хліб) &#8211; Mesni kruh,miasnyi-khlib-mesni-kruh,https://drycured.com/recepti-baza/miasnyi-khlib-mesni-kruh/,200,63,hladna masa; fallback; radni recept,1,1,1
3227,Dimlenyi Yazyk (Димлений язик) &#8211; Dimljeni goveđi jezik,dimlenyi-yazyk-dimljeni-govei-jezik,https://drycured.com/recepti-baza/dimlenyi-yazyk-dimljeni-govei-jezik/,200,63,hladna masa; fallback; radni recept,1,1,1
3228,Salo (Сало) &#8211; Ukrajinska slanina,salo-ukrajinska-slanina,https://drycured.com/recepti-baza/salo-ukrajinska-slanina/,200,63,hladna masa; fallback; radni recept,1,1,1
3229,Domašnja Kovbasa (Домашня ковбаса) &#8211; Domaća kobasica,domasnja-kovbasa-domaca-kobasica,https://drycured.com/recepti-baza/domasnja-kovbasa-domaca-kobasica/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3230,Buženina (Буженина) &#8211; Pečena i sušena svinjetina,buzenina-pecena-i-susena-svinjetina,https://drycured.com/recepti-baza/buzenina-pecena-i-susena-svinjetina/,200,63,hladna masa; fallback; radni recept,1,1,1
3232,Solonina (Солонина) &#8211; Salamurena govedina,solonina-salamurena-govedina,https://drycured.com/recepti-baza/solonina-salamurena-govedina/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3233,Češnjovke 1.2021 – domaća varijanta,e-njovke-1-2021-doma-a-varijanta,https://drycured.com/recepti-baza/e-njovke-1-2021-doma-a-varijanta/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3234,Kranjska 1.2021 – domaća varijanta,kranjska-1-2021-doma-a-varijanta,https://drycured.com/recepti-baza/kranjska-1-2021-doma-a-varijanta/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3236,Pečena salamurena slanina s toplim dimom,pe-ena-salamurena-slanina-s-toplim-dimom,https://drycured.com/recepti-baza/pe-ena-salamurena-slanina-s-toplim-dimom/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3308,Istarska kobasica,hr-is-001-istarska-kobasica,https://drycured.com/recepti-baza/hr-is-001-istarska-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3309,Rovinjska kobasica,hr-is-002-rovinjska-kobasica,https://drycured.com/recepti-baza/hr-is-002-rovinjska-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3310,Pazinska kobasica,hr-is-003-pazinska-kobasica,https://drycured.com/recepti-baza/hr-is-003-pazinska-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3311,Lička kobasica,hr-li-001-licka-kobasica,https://drycured.com/recepti-baza/hr-li-001-licka-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3312,Sinjska kobasica,hr-da-001-sinjska-kobasica,https://drycured.com/recepti-baza/hr-da-001-sinjska-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3313,Korčulanska kobasica,hr-da-002-korculanska-kobasica,https://drycured.com/recepti-baza/hr-da-002-korculanska-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3314,Hvarska prstena kobasica,hr-da-003-hvarska-prstena-kobasica,https://drycured.com/recepti-baza/hr-da-003-hvarska-prstena-kobasica/,200,63,hladna masa; fallback; radni recept,1,1,1
3315,Vrgorački kulen,hr-da-004-vrgoracki-kulen,https://drycured.com/recepti-baza/hr-da-004-vrgoracki-kulen/,200,63,hladna masa; fallback; radni recept,1,1,1
