ID,post_title,post_name,post_status,permalink,meta_key_count,has_full_markdown,has_sections,has_verified_process,has_recipe_data,has_any_json_data,has_casing_terms,has_granulation_terms,has_garlic_terms,has_process_terms,forbidden_meta_count,forbidden_meta_terms,contract_readiness,contract_gap,public_risk
2056,Nduja Calabrese &#8211; Kalabrijska Nduja,nduja-calabrese-kalabrijska-nduja,publish,https://drycured.com/recepti-baza/nduja-calabrese-kalabrijska-nduja/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2057,Bresaola Valtellinese &#8211; Valtelinska Bresaola,bresaola-valtellinese-valtelinska-bresaola,publish,https://drycured.com/recepti-baza/bresaola-valtellinese-valtelinska-bresaola/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2058,Guanciale Romano &#8211; Rimski Guanciale,guanciale-romano-rimski-guanciale,publish,https://drycured.com/recepti-baza/guanciale-romano-rimski-guanciale/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2059,SALAME MILANO &#8211; MILANSKA SALAMA,salame-milano-milanska-salama,publish,https://drycured.com/recepti-baza/salame-milano-milanska-salama/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2060,SOPPRESSATA CALABRESE &#8211; KALABRIJSKA SOPPRESSATA,soppressata-calabrese-kalabrijska-soppressata,publish,https://drycured.com/recepti-baza/soppressata-calabrese-kalabrijska-soppressata/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2061,PROSCIUTTO DI PARMA &#8211; PARMSKA ŠUNKA,prosciutto-di-parma-parmska-sunka,publish,https://drycured.com/recepti-baza/prosciutto-di-parma-parmska-sunka/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2062,PANCETTA ARROTOLATA &#8211; ROLANA PANCETA,pancetta-arrotolata-rolana-panceta,publish,https://drycured.com/recepti-baza/pancetta-arrotolata-rolana-panceta/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2063,FINOCCHIONA TOSCANA &#8211; TOSKANSKA KOBASICA S KOMORAČEM,finocchiona-toscana-toskanska-kobasica-s-komoracem,publish,https://drycured.com/recepti-baza/finocchiona-toscana-toskanska-kobasica-s-komoracem/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2064,COPPA (CAPOCOLLO) &#8211; TALIJANSKA VRATINA,coppa-capocollo-talijanska-vratina,publish,https://drycured.com/recepti-baza/coppa-capocollo-talijanska-vratina/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2065,Tiroler Speck (Tirolska slanina),tiroler-speck-tirolska-slanina,draft,https://drycured.com/?post_type=dry_recipe&p=2065,4,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2066,Kärntner Wurzelspeck (Koruška korijenska slanina),karntner-wurzelspeck-koruska-korijenska-slanina,draft,https://drycured.com/?post_type=dry_recipe&p=2066,4,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2067,Waldviertler Hirschsalami (Salama od jelena iz Waldviertela),waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela,draft,https://drycured.com/?post_type=dry_recipe&p=2067,4,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2068,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),saucisson-dardenne-ardenski-kulen,draft,https://drycured.com/?post_type=dry_recipe&p=2068,4,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2069,LARD FUMÉ DE FLANDRE (FLAMANSKO DIMLJENO SALO),lard-fume-de-flandre-flamansko-dimljeno-salo,draft,https://drycured.com/?post_type=dry_recipe&p=2069,4,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2070,BOUDIN BLANC DE BRUXELLES (BIJELA KRVAVICA IZ BRUXELLESA),boudin-blanc-de-bruxelles-bijela-krvavica-iz-bruxellesa,draft,https://drycured.com/?post_type=dry_recipe&p=2070,4,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2071,Butifarra Blanca &#8211; Tradicionalna Bijela Katalonska Kobasica,butifarra-blanca-tradicionalna-bijela-katalonska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2071,4,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2072,Njeguški pršut,njeguski-prsut,publish,https://drycured.com/recepti-baza/njeguski-prsut/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2073,Privatno: Kistanje Začinjena Panceta (Specifični sušeni vrat),kistanje-zacinjena-panceta-specificni-suseni-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2073,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2074,Privatno: Petrovo Polje Začinska Slanina (Specifični začinjeni komad),petrovo-polje-zacinska-slanina-specificni-zacinjeni-komad,private,https://drycured.com/?post_type=dry_recipe&p=2074,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2075,Vrgorački kulen iz zaboravljenih recepata,vrgoracki-kulen-iz-zaboravljenih-recepata,publish,https://drycured.com/recepti-baza/vrgoracki-kulen-iz-zaboravljenih-recepata/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2076,Senjska Morska Panceta &#8220;Bura Intenzitet&#8221;,senjska-morska-panceta-bura-intenzitet,publish,https://drycured.com/recepti-baza/senjska-morska-panceta-bura-intenzitet/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2077,SAUCISSON SEC D&#8217;AUVERGNE,saucisson-sec-dauvergne,draft,https://drycured.com/?post_type=dry_recipe&p=2077,4,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2078,ANDOUILLE DE VIRE,andouille-de-vire,publish,https://drycured.com/recepti-baza/andouille-de-vire/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2079,COPPA CORSE,coppa-corse,publish,https://drycured.com/recepti-baza/coppa-corse/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2080,SAUCISSE DE MORTEAU,saucisse-de-morteau,publish,https://drycured.com/recepti-baza/saucisse-de-morteau/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2081,Privatno: PÂTÉ DE CAMPAGNE BRETON,pate-de-campagne-breton,private,https://drycured.com/?post_type=dry_recipe&p=2081,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2082,Loukaniko (Λουκάνικο),loukaniko-%ce%bb%ce%bf%cf%85%ce%ba%ce%ac%ce%bd%ce%b9%ce%ba%ce%bf,draft,https://drycured.com/?post_type=dry_recipe&p=2082,4,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2083,Privatno: Gračac Začinjena Panceta (Specifični sušeni vrat),gracac-zacinjena-panceta-specificni-suseni-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2083,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2084,Privatno: Plitvice Začinska Slanina (Specifični začinjeni komad),plitvice-zacinska-slanina-specificni-zacinjeni-komad,private,https://drycured.com/?post_type=dry_recipe&p=2084,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2085,Maltežanska panceta (Pancetta Maltija),maltezanska-panceta-pancetta-maltija,draft,https://drycured.com/?post_type=dry_recipe&p=2085,4,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2086,Prekomurska Slaninska Rolada &#8220;Trnčova&#8221;,prekomurska-slaninska-rolada-trncova,publish,https://drycured.com/recepti-baza/prekomurska-slaninska-rolada-trncova/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2087,Privatno: Podravska Krvavica,podravska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2087,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2088,Koprivnička Kulen,koprivnicka-kulen,publish,https://drycured.com/recepti-baza/koprivnicka-kulen/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2089,KABANOSY (TANKE SUHE KOBASICE),kabanosy-tanke-suhe-kobasice,publish,https://drycured.com/recepti-baza/kabanosy-tanke-suhe-kobasice/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2090,Privatno: KASZANKA (POLJSKA KRVAVICA),kaszanka-poljska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2090,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2091,Privatno: Morcela de Assar (Krvavica za Pečenje),morcela-de-assar-krvavica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=2091,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2092,Crikvenička Panceta,crikvenicka-panceta,publish,https://drycured.com/recepti-baza/crikvenicka-panceta/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2093,Stara Koprivnička Salama &#8220;Šokačka Priča&#8221;,stara-koprivnicka-salama-sokacka-prica,publish,https://drycured.com/recepti-baza/stara-koprivnicka-salama-sokacka-prica/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2094,Pitomački &#8220;Divlji Kulen&#8221;,pitomacki-divlji-kulen,publish,https://drycured.com/recepti-baza/pitomacki-divlji-kulen/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2095,Posebne tehnike i napomene,posebne-tehnike-i-napomene,draft,https://drycured.com/?post_type=dry_recipe&p=2095,4,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2096,SLĂNINĂ AFUMATĂ (Dimljena slanina),slanina-afumata-dimljena-slanina,publish,https://drycured.com/recepti-baza/slanina-afumata-dimljena-slanina/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2097,CHIȘCĂ (Puhana želuca s krvlju),chisca-puhana-zeluca-s-krvlju,publish,https://drycured.com/recepti-baza/chisca-puhana-zeluca-s-krvlju/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2098,Novih Ruskih Recepata za Suhomesnate Proizvode,novih-ruskih-recepata-za-suhomesnate-proizvode,draft,https://drycured.com/?post_type=dry_recipe&p=2098,4,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2099,Salo (Сало &#8211; Slana svinjeća slanina),salo-%d1%81%d0%b0%d0%bb%d0%be-slana-svinjeca-slanina,draft,https://drycured.com/?post_type=dry_recipe&p=2099,4,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2100,Miholjačka Začinska Salama,miholjacka-zacinska-salama,publish,https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2101,Vinkovački Slavonski Kulen &#8211; Stara obiteljska receptura,vinkovacki-slavonski-kulen-stara-obiteljska-receptura,publish,https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2102,Slovačka slanina (Slovenská slanina),slovacka-slanina-slovenska-slanina,publish,https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2103,Kranjska klobasa (Kranjska kobasica),kranjska-klobasa-kranjska-kobasica,publish,https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2104,Kraški pršut,kraski-prsut,publish,https://drycured.com/recepti-baza/kraski-prsut/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2105,Belokranjska jagenjčara,belokranjska-jagenjcara,draft,https://drycured.com/?post_type=dry_recipe&p=2105,4,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2106,Gorenjska zaseka,gorenjska-zaseka,publish,https://drycured.com/recepti-baza/gorenjska-zaseka/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2107,Vipavska panceta,vipavska-panceta,publish,https://drycured.com/recepti-baza/vipavska-panceta/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2108,Tolminska salama,tolminska-salama,publish,https://drycured.com/recepti-baza/tolminska-salama/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2109,Recepata za Suhomesnate Proizvode iz Crne Gore &#8211; Dokument #1,recepata-za-suhomesnate-proizvode-iz-crne-gore-dokument-1,draft,https://drycured.com/?post_type=dry_recipe&p=2109,4,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2110,Crnogorska Slanina (Durmitorska panćeta),crnogorska-slanina-durmitorska-panceta,publish,https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2111,LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE),landjager-tradicionalne-dimljene-kobasice,publish,https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2112,NOVIH ŠVICARSKIH RECEPATA ZA SUHOMESNATE PROIZVODE,novih-svicarskih-recepata-za-suhomesnate-proizvode,draft,https://drycured.com/?post_type=dry_recipe&p=2112,4,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2113,VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM),vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom,publish,https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2114,Privatno: ST. GALLER OLMA-BRATWURST (TELEĆA KOBASICA ZA PEČENJE),st-galler-olma-bratwurst-teleca-kobasica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=2114,11,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2115,BRESAOLA DELLA VALTELLINA,bresaola-della-valtellina,publish,https://drycured.com/recepti-baza/bresaola-della-valtellina/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2116,COPPA PIACENTINA,coppa-piacentina,publish,https://drycured.com/recepti-baza/coppa-piacentina/,13,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2117,Finocchiona Toscana IGP — edukativni profil,finocchiona-toscana-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2117,7,0,0,0,1,0,0,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2118,Mortadella Bologna IGP — edukativni profil,mortadella-bologna-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2118,7,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2119,Prosciutto di San Daniele DOP — edukativni profil,prosciutto-di-san-daniele-dop-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2119,7,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2120,Lardo di Colonnata IGP — edukativni profil,lardo-di-colonnata-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2120,7,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2121,Chorizo Riojano IGP — edukativni profil,chorizo-riojano-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2121,7,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2122,Traditional Cumberland Sausage PGI — edukativni profil,traditional-cumberland-sausage-pgi-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2122,7,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2123,Kabanosy staropolskie TSG — edukativni profil,kabanosy-staropolskie-tsg-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2123,7,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2124,Kraški pršut PGI — edukativni profil,kraski-prsut-pgi-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2124,7,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2186,Slavonski kulen / Slavonski kulin — ZOZP,hr-slv-kul-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2186,5,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2187,Slavonska kobasica — ZOZP,hr-slv-kob-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2187,5,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2188,Slavonska cajna kobasica — tradicijska,hr-slv-caj-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2188,5,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2189,Slavonska sušena slanina / Slavonski špek,hr-slv-sla-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2189,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2224,Domaći pršut,hr-cjp-prs-001,draft,https://drycured.com/?post_type=dry_recipe&p=2224,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2225,Suha šunka,hr-cjp-sun-001,draft,https://drycured.com/?post_type=dry_recipe&p=2225,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2226,Suha lopatica / plećka,hr-cjp-ple-001,draft,https://drycured.com/?post_type=dry_recipe&p=2226,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2227,Svinjska rolanka,hr-cjp-rol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2227,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2228,Domaća slanina / panceta,hr-cjp-pan-001,draft,https://drycured.com/?post_type=dry_recipe&p=2228,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2229,Suha vratina,hr-cjp-vra-001,draft,https://drycured.com/?post_type=dry_recipe&p=2229,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2230,Suhi kare / pečenica,hr-cjp-kar-001,draft,https://drycured.com/?post_type=dry_recipe&p=2230,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2231,Suha rebra,hr-cjp-reb-001,draft,https://drycured.com/?post_type=dry_recipe&p=2231,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2232,Suhe koljenice,hr-cjp-kol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2232,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2233,Suhe nogice i rep,hr-cjp-nor-001,draft,https://drycured.com/?post_type=dry_recipe&p=2233,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2235,Domaće Svinjske Kobasice,hr-rec-001,draft,https://drycured.com/?post_type=dry_recipe&p=2235,5,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
